month,aus_population_natural_increase,aus_population_overseas_arrivals,aus_population_net overseas migration,aus_population_estimated resident population,aus_beef&veal_slaughterings,aus_beef&veal_average weight,aus_beef&veal_production,aus_beef&veal_exports,aus_apparent consumption,australia cattle numbers,aus_total dairy cattle and calves,aus_total beef cattle and calves,"aus_exports of beef, veal and live cattle to US","Value of Australian exports of beef and veal, and live cattle to US ",us import of beef kt (cw),aus_Meat Produced ;  CATTLE (excl. calves) ;  Total (State) Original (tonnes),aus_Meat Produced ;  CATTLE (excl. calves) ;  Total (State) Seasonally adjusted (tonnes),aus_Meat Produced ;  CALVES ;  Total (State) ;,aus_Meat Produced ;  CALVES ;  Total (State) ; Seasonally Adjusted,aus_labour,aus_feed,aus_pasture,aus_tse,aus_pse,aus_cse,aus_fed_rd,aus_state_rd,aus_uni_rd,aus_min_temp,aus_max_temp,aus_avg_rainfall,us cattle numbers(*1000),us beef Per Capita Consumption,us_total red meat,us_total red meat and poultry,us_population,us_income per capita,us_production_commercial_beef,us_production_commercial_veal,us_production_commercial_total red meat,us_production_fedral_inspected_beef,us_production_fedral_inspected_veal,us_production_fedral_inspected_total red meat,us_production_fedral_inspected_total poultry,us_production_fedral_inspected_total red meat and poultry,us_livestock_commercial_cattle,us_livestock_commercial_steers,us_livestock_commercial_heifers,us_livestock_commercial_beef,us_livestock_commercial_dairy,us_livestock_commercial_bulls and stags,us_livestock_commercial_calves,us_livestock_commercial_lambs and yearlings,us_livestock_commercial_mature sheep,us_livestock_fedral_inspected_cattle,us_livestock_fedral_inspected_steers,us_livestock_fedral_inspected_heifers,us_livestock_fedral_inspected_beef,us_livestock_fedral_inspected_dairy_cows,us_livestock_fedral_inspected_bulls and stags,us_livestock_fedral_inspected_calves,us_commercial_avg_live_cattle,us_commercial_avg_live_calves,us_fed_avg_live_cattle,us_fed_avg_live_calves,us_fed_avg_dressed_cattle,us_fed_avg_dressed_steers,us_fed_avg_dressed_heifers,us_fed_avg_dressed_cows,us_fed_avg_dressed_bulls and stags,us_fed_avg_dressed_calves,us_cold_storage_beef,us_cold_storage_veal,us_veganism,us_beef,us_veganism_trend_ratio,total_us_imports,us_imports_from_aus,import_ratio
6/1/2017,12.1,36.8,15.8,24574.1,618.4,23.3,172.4,120.3,52.2,26176,2606,23570,17,124.5,113.2,195344,188741,1579,1540,316,3384462.917,330745.8333,0,3,0,79.3,19.9,28.8,-0.4,1.33,8.8,7.8,4.83,8.95,18.13,324800,35622.92,2280.3,6.3,4352.3,2254.6,6.2,4314.3,4125.05,8439.35,2859,1604.42,704.16,254.99,239.89,55.54,40.4,176.59,11.11,2821,1583.1,694.8,251.6,236.7,54.8,39.6,1321,269,1323,266,801,853,782,645,922,157,411.5,12.87,63,46,0.58,293999,56468,0.19
7/1/2017,10.1,48.4,23.2,24601.9,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.2,189064,182682,1380,1472,316,3384462.917,331955,0,3,0,79.3,19.9,28.8,1,2.62,13.5,7.8,4.83,8.95,18.13,324990,35672.5,2107.9,5.7,3989.4,2084.2,5.5,3952.9,3878.76,7831.66,2612,1430.91,681.55,223.57,228.84,47.13,39.1,157.55,9.35,2577.3,1412,672.5,220.6,225.8,46.5,38.3,1333,250,1335,247,810,869,793,639,913,145,415.33,12.3,100,50,0.67,301046,70292,0.23
8/1/2017,10.1,48.4,23.2,24635.2,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.2,200335,185182,2621,1651,316,3384462.917,333164.1667,0,3,0,79.3,19.9,28.8,0.34,1.75,13.9,7.8,4.83,8.95,18.13,325160,35722.08,2402.1,6.4,4631.9,2373.7,6.2,4587.6,4369.2,8956.8,2943.5,1574.43,799.94,245.11,269.35,54.66,46.2,183.73,10.87,2902.5,1552.5,788.8,241.7,265.6,53.9,45.4,1345,238,1347,235,820,884,806,633,909,137,431.84,16.33,99,48,0.67,282130,76286,0.27
9/1/2017,10.1,48.4,23.2,24668.6,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.2,181447,181893,2386,2021,316,3384462.917,334373.3333,0,3,0,79.3,19.9,28.8,0.46,2.03,10.9,7.8,4.83,8.95,18.13,325340,35771.67,2225.6,6.1,4407.8,2195,5.9,4362.2,3952.59,8314.79,2698.9,1409.69,759.54,227.83,253.76,48.09,43.6,166.43,9.97,2654.7,1386.6,747.1,224.1,249.6,47.3,42.9,1359,241,1362,238,829,896,819,638,901,139,476.57,15.31,80,49,0.62,230559,63680,0.28
10/1/2017,11.9,40.3,11.9,24701.9,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.2,177413,176982,1557,1539,316,3384462.917,335582.5,0,3,0,79.3,19.9,28.8,1.51,1.33,36.1,7.8,4.83,8.95,18.13,325510,35821.25,2303,6.4,4637.8,2270.1,6.2,4589.7,4324.24,8913.94,2801.3,1422.27,809.16,256.5,265.55,47.82,44,174.61,8.89,2753.3,1397.9,795.3,252.1,261,47,43.2,1361,250,1364,248,826,898,825,628,875,145,496.02,13.67,80,57,0.58,246117,72228,0.29
11/1/2017,11.9,40.3,11.9,24725.7,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.2,192897,177226,1556,1591,316,3384462.917,336791.6667,0,3,0,79.3,19.9,28.8,0.79,0.6,38.2,7.8,4.83,8.95,18.13,325660,35870.83,2290.6,6.4,4554.2,2265.8,6.3,4517,4012.14,8529.14,2762.8,1386.97,815.66,267.97,246.99,45.2,42.5,178.44,8.96,2726,1368.4,804.8,264.4,243.7,44.6,41.7,1374,260,1376,258,833,903,837,633,874,151,507.04,12.34,87,58,0.6,212189,51172,0.24
12/1/2017,11.9,40.3,11.9,24749.6,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.2,150762,180641,826,1421,316,3384462.917,338000.8333,0,3,0,79.3,19.9,28.8,1.03,1.17,45.7,7.8,4.83,8.95,18.13,325800,35920.42,2148.4,6.6,4402.7,2123,6.4,4365.3,3838.23,8203.53,2580.4,1303.39,746.66,237.32,250.92,42.11,46.4,179.47,8.63,2543.2,1284.7,735.9,233.9,247.3,41.5,45.6,1380,245,1382,242,837,903,843,643,878,141,485.19,15.8,84,69,0.55,209206,52785,0.25
1/1/2018,13.4,50.3,28.4,24773.4,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.3,162165,186679,1110,1377,317,3362665,339210,0,2,0,79.3,19.9,28.8,1.23,1.32,99.9,7.86,4.83,9.1,18.23,325930,35970,2279,6.6,4588.5,2248.4,6.5,4545.3,4204.53,8749.83,2758.1,1405.78,759.7,258.65,294.53,39.43,49,172.35,8.25,2713.8,1383.2,747.5,254.5,289.8,38.8,48.4,1377,234,1380,232,830,893,836,658,893,135,488.06,16.37,89,69,0.56,247472,55840,0.23
2/1/2018,13.4,50.3,28.4,24815.1,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.3,182189,184581,1053,1368,317,3362665,339210,0,2,0,79.3,19.9,28.8,0.62,0.66,70.3,7.86,4.83,9.1,18.23,326030,36033.67,1983.9,5.8,4059.5,1956.4,5.6,4019.9,3767.03,7786.93,2417.9,1196.34,695.72,224.08,264.95,36.8,41.2,156.87,7.43,2378.2,1176.7,684.3,220.4,260.6,36.2,40.4,1368,243,1370,240,825,885,830,664,893,140,501.74,19.91,87,60,0.59,219935,34119,0.16
3/1/2018,13.4,50.3,28.4,24856.9,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.3,186636,182988,1489,1452,317,3362665,339210,0,2,0,79.3,19.9,28.8,0.76,1.18,61.2,7.86,4.83,9.1,18.23,326140,36097.33,2203.5,6.1,4520.5,2174.7,5.9,4479.1,4026.43,8505.53,2701.6,1348.21,766.05,250,291.33,46,43.7,192.25,9.25,2660.5,1327.7,754.4,246.2,286.9,45.3,43,1358,240,1360,237,819,878,820,666,901,139,459.34,21.16,84,58,0.59,254071,51386,0.2
4/1/2018,12.2,36.9,15.9,24898.6,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.3,179890,195764,1483,1481,317,3362665,339210,0,2,0,79.3,19.9,28.8,1.59,3.17,10.2,7.86,4.83,9.1,18.23,326260,36161,2117.7,6.1,4278.2,2089.4,5.9,4238.3,3992.48,8230.78,2639.5,1387.03,705.4,248.2,252.77,46.11,42.9,170.83,10.67,2599.1,1365.7,694.6,244.4,248.9,45.4,42.1,1334,245,1336,242,806,860,798,658,893,142,463.96,20.78,81,53,0.6,235843,51695,0.22
5/1/2018,12.2,36.9,15.9,24926.6,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.3,219918,196024,1656,1461,317,3362665,339210,0,2,0,79.3,19.9,28.8,-0.49,0.86,8.7,7.86,4.83,9.1,18.23,326390,36224.67,2307,6.4,4501.5,2279.9,6.2,4462.6,4306.85,8769.45,2907.4,1567.03,768.77,271.56,248.45,51.6,46.5,191.02,10.78,2868.2,1545.9,758.4,267.9,245.1,50.9,45.7,1316,238,1317,236,797,848,786,647,900,137,471.16,20.03,74,53,0.58,277860,59740,0.22
6/1/2018,12.2,36.9,15.9,24954.7,659.6,23.6,186.5,136.5,49.8,26395,2627,23768,19.6,142.3,113.3,196388,194070,1454,1535,317,3362665,339210,0,2,0,79.3,19.9,28.8,-0.17,0.84,17.4,7.86,4.83,9.1,18.23,326530,36288.33,2300.9,5.8,4327.6,2274.9,5.7,4290.6,4038.51,8329.11,2878.8,1545.93,775.35,265.74,240.62,51.16,45.2,170.25,10.35,2841.5,1525.9,765.3,262.3,237.5,50.5,44.6,1321,223,1322,221,802,857,790,641,913,128,464.65,18.21,80,53,0.6,291533,63940,0.22
7/1/2018,11.1,49.5,24.6,24982.7,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,113.3,203474,195573,1642,1707,317,3362665,339210,0,2,0,79.3,19.9,28.8,0.25,2.22,10.8,7.86,4.83,9.1,18.23,326690,36352,2231.6,6.1,4235.3,2205.8,6,4196.6,4174.89,8371.49,2765.8,1430.18,783.1,262.32,243.06,47.13,47.9,169.41,10.59,2728.7,1411.1,772.6,258.8,239.8,46.5,47,1330,223,1332,220,810,870,803,642,890,128,448.59,14.95,78,54,0.59,295369,65070,0.22
8/1/2018,11.1,49.5,24.6,25018.4,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,113.3,212531,194700,2659,1730,317,3362665,339210,0,2,0,79.3,19.9,28.8,-0.78,0.62,13.8,7.86,4.83,9.1,18.23,326850,36415.67,2429.6,6.5,4765.9,2401.6,6.3,4722.3,4474.55,9196.85,2977.8,1534.98,840.02,268.45,283.56,50.79,52.5,193.01,12.39,2937.3,1514.1,828.6,264.8,279.7,50.1,51.6,1344,216,1346,213,819,885,813,638,889,124,484.25,18.1,77,54,0.59,272585,67043,0.25
9/1/2018,11.1,49.5,24.6,25054,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,113.3,188232,193575,2407,1940,317,3362665,339210,0,2,0,79.3,19.9,28.8,-0.13,1.41,5.2,7.86,4.83,9.1,18.23,327010,36479.33,2157.5,6,4187.8,2129.1,5.9,4145.5,3898.91,8044.41,2617.3,1332.07,753.85,235.57,251.32,44.49,48.6,163.01,9.19,2576.5,1311.3,742.1,231.9,247.4,43.8,47.8,1359,215,1361,213,828,897,824,639,891,123,501.32,14.18,71,59,0.55,239415,62220,0.26
10/1/2018,12,41.4,15.2,25089.7,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,113.3,196680,187918,2000,1810,317,3362665,339210,0,2,0,79.3,19.9,28.8,1.81,1.84,25.9,7.86,4.83,9.1,18.23,327170,36543,2430.6,7.2,4901.4,2395.7,7,4851.3,4546.83,9398.13,2959.5,1474.87,856.39,284,293.26,50.98,53.8,189.34,10.56,2908.4,1449.2,841.6,279.1,288.2,50.1,52.9,1363,231,1366,229,826,898,830,629,868,134,507.17,13.74,73,63,0.54,234648,64053,0.27
11/1/2018,12,41.4,15.2,25116.9,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,113.3,199487,186962,1336,1496,317,3362665,339210,0,2,0,79.3,19.9,28.8,0.93,0.53,37.1,7.86,4.83,9.1,18.23,327310,36606.67,2315.1,6.7,4682.7,2288.6,6.6,4644.4,4004.47,8648.87,2800.8,1391.53,835.24,260.2,271.75,42.08,55.5,185.43,9.87,2762.1,1372.2,823.7,256.6,268,41.5,54.9,1370,210,1372,209,830,901,837,629,868,120,515.57,9.84,80,61,0.57,217200,56585,0.26
12/1/2018,12,41.4,15.2,25144.1,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,113.3,161631,192519,1038,1746,317,3362665,339210,0,2,0,79.3,19.9,28.8,1.85,2.41,40.8,7.86,4.83,9.1,18.23,327430,36670.33,2116,6.5,4367.2,2091.4,6.3,4330.7,3726.2,8056.9,2580.2,1271.54,764.22,240.47,264.92,39.05,53.6,190.23,11.57,2544,1253.6,753.5,237.1,261.2,38.5,53,1368,210,1370,209,824,894,831,633,862,120,514.7,9.11,78,74,0.51,212532,41323,0.19
1/1/2019,12.7,51.1,20.9,25171.3,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,115.6,170473,194267,1783,2071,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,2.45,3.37,49.2,7.9,4.83,9.25,18.7,327540,36734,2309.6,6.5,4702.4,2278.7,6.4,4659.2,4280.47,8939.67,2831.4,1376.88,850.94,261.9,303.26,38.42,53.8,177.94,9.26,2786,1354.7,837.3,257.7,298.4,37.8,53,1363,212,1366,210,820,886,824,647,875,121,495.62,8.24,81,72,0.53,253217,59594,0.24
2/1/2019,12.7,51.1,20.9,25211.9,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,115.6,197640,199994,1667,2192,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,0.71,2.05,48.9,7.9,4.83,9.25,18.7,327640,36935.83,1987.1,6.1,4171.9,1960.8,6,4134.2,3772.45,7906.65,2454.4,1174.78,734.9,228.68,283.33,32.71,48.5,160.62,8.08,2416,1156.4,723.4,225.1,278.9,32.2,47.9,1351,220,1354,218,814,879,819,650,872,126,510.21,8.61,80,64,0.56,215119,30095,0.14
3/1/2019,12.7,51.1,20.9,25252.4,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,115.6,206150,201601,2367,2323,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,1.9,2.35,56.2,7.9,4.83,9.25,18.7,327730,37137.67,2117.1,5.8,4432.9,2090,5.6,4394.2,3940.61,8334.81,2648.7,1240.3,809.21,251.74,306.95,40.5,45.8,181.12,9.28,2609.4,1221.8,797.2,248,302.4,39.9,45.1,1339,219,1341,217,803,867,807,648,881,125,473.98,9.33,76,58,0.57,270350,54879,0.2
4/1/2019,11.5,41.5,12.7,25293,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,115.6,173704,192917,2255,2328,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,1.24,1.46,21.1,7.9,4.83,9.25,18.7,327840,37339.5,2261.7,6,4551.6,2234,5.9,4511.7,4128.35,8640.05,2829.4,1436.82,801.4,271.19,272.41,47.58,42.8,222.68,13.02,2788.8,1416.3,789.9,267.3,268.5,46.9,42.1,1329,241,1330,239,803,859,799,651,887,140,451.94,4.57,77,54,0.59,272888,65579,0.24
5/1/2019,11.5,41.5,12.7,25317.2,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,115.6,219855,194888,2513,2353,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,0.25,1.04,15.7,7.9,4.83,9.25,18.7,327960,37541.33,2328,6.3,4566.6,2300.9,6.2,4528,4377.95,8905.95,2938.9,1543.99,812.89,271.71,261.57,48.75,46.2,197.42,12.58,2899.9,1523.5,802.1,268.1,258.1,48.1,45.5,1316,235,1317,233,795,847,788,645,894,136,430.22,5.46,73,53,0.58,295717,77931,0.26
6/1/2019,11.5,41.5,12.7,25341.5,725.3,22.5,196,147.6,48.3,24723,2341,22382,20.1,161.2,115.6,197996,201607,2273,2428,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,-0.02,0.54,15.9,7.9,4.83,9.25,18.7,328100,37743.17,2227.1,5.7,4372,2199.7,5.6,4333.8,4057.52,8391.32,2808,1477.02,783.94,262.57,234.47,50,44.4,165.22,10.18,2768.8,1456.4,773,258.9,231.2,49.3,43.7,1313,223,1315,221,796,851,787,637,909,128,405.15,5.24,78,51,0.6,267651,56275,0.21
7/1/2019,10.8,54.2,24.8,25365.7,724.9,22.8,197.7,155.1,42.5,24723,2341,22382,20,193.3,115.6,217211,198966,2543,2396,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,1.01,2.23,10.5,7.9,4.83,9.25,18.7,328240,37945,2360.7,6.3,4589.8,2335.2,6.2,4551.1,4419.19,8970.29,2939.6,1511.93,853.24,266.56,260.07,47.8,53.6,177,11.6,2902.6,1492.9,842.5,263.2,256.8,47.2,53,1326,205,1328,204,806,866,796,643,883,117,405.65,4.26,74,53,0.58,267052,67910,0.25
8/1/2019,10.8,54.2,24.8,25401.3,724.9,22.8,197.7,155.1,42.5,24723,2341,22382,20,193.3,115.6,208482,198564,3103,2226,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,-0.23,0.75,8.6,7.9,4.83,9.25,18.7,328410,38146.83,2373.4,6,4650,2346.5,5.8,4608.6,4407.73,9016.33,2926,1461.99,878.04,265.32,270.18,50.47,51,189.99,12.91,2887.2,1442.6,866.4,261.8,266.6,49.8,50.2,1338,206,1340,203,814,881,809,633,884,117,454.46,4.72,80,56,0.59,265778,66343,0.25
9/1/2019,10.8,54.2,24.8,25436.8,724.9,22.8,197.7,155.1,42.5,24723,2341,22382,20,193.3,115.6,203968,204823,3023,2353,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,0.15,2.22,6.8,7.9,4.83,9.25,18.7,328580,38348.67,2188.6,6.1,4442.7,2160.6,5.9,4401.6,4200.52,8602.12,2676,1277.93,830.66,258.27,259.59,49.56,49.2,168.29,11.01,2634.9,1258.3,817.9,254.3,255.6,48.8,48.4,1352,216,1354,213,822,894,822,636,878,123,469.88,5.39,75,57,0.57,238163,60376,0.25
10/1/2019,11.4,50.7,14.3,25472.4,724.9,22.8,197.7,155.1,42.5,24723,2341,22382,20,193.3,115.6,218145,208080,2717,2340,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,1.42,2.91,8.3,7.9,4.83,9.25,18.7,328740,38550.5,2439.3,7.1,5065.6,2403.9,6.9,5015.6,4711.37,9726.97,2977.6,1392.84,928.29,313.33,291.15,52,55.4,194.66,11.34,2926,1368.7,912.2,307.9,286.1,51.1,54.6,1360,222,1363,220,823,902,830,628,855,127,468.98,5.73,80,64,0.56,241022,59710,0.25
11/1/2019,11.4,50.7,14.3,25498.1,724.9,22.8,197.7,155.1,42.5,24723,2341,22382,20,193.3,115.6,218822,209563,2061,2442,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,0.36,2.09,11.9,7.9,4.83,9.25,18.7,328890,38752.33,2296.9,6.1,4742.9,2271.9,5.9,4707,3950.12,8657.12,2774.2,1332.98,835.85,298.08,259.56,47.74,46.5,169.84,11.16,2737.2,1315.2,824.7,294.1,256.1,47.1,45.8,1375,227,1378,225,832,911,840,627,859,130,466.27,5.66,100,63,0.61,242413,58570,0.24
12/1/2019,11.4,50.7,14.3,25523.9,724.9,22.8,197.7,155.1,42.5,24723,2341,22382,20,193.3,115.6,171517,203349,1542,2486,317,3371992.25,339210,0,2,0,79.3,19.9,28.8,2.26,4.15,15.4,7.9,4.83,9.25,18.7,329202,38954.17,2265.1,6.5,4726.8,2239.2,6.4,4689.4,4148.88,8838.28,2751.1,1309.32,844.01,287.52,269.17,41.07,49.9,184.79,11.71,2712.6,1291,832.2,283.5,265.4,40.5,49.1,1373,228,1376,226,827,905,836,629,851,131,478.26,5.46,96,69,0.58,228310,59404,0.26
